country,capital_city,region,continent,alliance,year,power_index_rank,population,total_personnel,manpower-fit-for-military-service,manpower-reaching-military-age-annually,active_personnel,active-reserve-military-manpower,manpower-paramilitary,total_aircraft,aircraft-total-fighters,aircraft-total-attack-types,aircraft-total-transports,aircraft-total-trainers,aircraft-total-special-mission,aircraft-total-tanker-fleet,aircraft-helicopters-total,aircraft-helicopters-attack,tanks,armor-apc-total,armor-self-propelled-guns-total,armor-towed-artillery-total,armor-mlrs-total,naval_assets,navy-force-by-tonnage,navy-aircraft-carriers,navy-helo-carriers,navy-submarines,navy-destroyers,navy-frigates,navy-corvettes,navy-patrol-coastal-craft,navy-mine-warfare-craft,defense_budget_usd,external-debt-by-country,gdp_usd,reserves-of-foreign-exchange-and-gold,major-serviceable-airports-by-country,labor-force-by-country,major-ports-and-terminals,merchant-marine-strength-by-country,railway-coverage,roadway-coverage,oil-production-by-country,oil-consumption-by-country,proven-oil-reserves-by-country,natural-gas-production-by-country,natural-gas-consumption-by-country,proven-natural-gas-reserves-by-country,coal-production-by-country,coal-consumption-by-country,proven-coal-reserves-by-country,land_area_sq_km,coastline_km,border-coverage,waterway-coverage,total_assets,assets_per_capita,budget_to_gdp_ratio,personnel_density,budget_per_soldier,power_index_rank_gap,air_power_ratio,armor_intensity_index,naval_strength_per_coastline,military_burden_index,coalition_strength_index
Ivory Coast,Unknown,Unknown,Unknown,Non-NATO,2026,102,29981758.0,12292521.0,7855221.0,569653.0,22000.0,0.0,5500.0,19.0,0.0,0.0,4.0,2.0,3.0,0.0,10.0,3.0,5.0,656.0,0.0,2.0,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,669600935.0,19311500000.0,202758000000.0,7583484000.0,29.0,10954000.0,5.0,25.0,660.0,81996.0,29000.0,60000.0,100000000.0,2635000000.0,2635000000.0,28317000000.0,0.0,0.0,0.0,322463.0,515.0,3458.0,980.0,27.0,9.005475929730338e-07,0.0033024637005691516,0.4100000073377952,30436.406136363636,101,0.0008636363636363636,1.5505654912346533e-05,0.005825242718446602,22.33361149136085,25562.0
Guatemala,Unknown,Unknown,Unknown,Non-NATO,2026,103,18255216.0,7484639.0,6279794.0,182552.0,106114.0,90000.0,35000.0,36.0,0.0,4.0,10.0,0.0,0.0,0.0,21.0,0.0,5.0,688.0,0.0,50.0,0.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,408635000.0,27500000000.0,223183000000.0,21311000000.0,58.0,7258000.0,3.0,9.0,800.0,17440.0,6000.0,115000.0,86110000.0,3276000.0,2986000.0,0.0,0.0,1296000.0,0.0,108889.0,400.0,1667.0,990.0,66.0,3.6154050436872397e-06,0.001830941424750093,0.4100000241027003,3850.905629794372,102,0.0003392577793693575,4.5918320491509704e-05,0.0625,22.384561212532354,25562.0
Mali,Unknown,Unknown,Unknown,Non-NATO,2026,104,21990607.0,6817088.0,4288168.0,351850.0,40000.0,0.0,4800.0,43.0,9.0,12.0,7.0,4.0,1.0,0.0,10.0,8.0,10.0,570.0,0.0,10.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650386000.0,4057500000.0,57235000000.0,647800000.0,30.0,8277000.0,0.0,0.0,593.0,139107.0,0.0,46000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240192.0,0.0,7908.0,1800.0,53.0,2.410119920746162e-06,0.01136343146675985,0.30999999226942665,16259.65,103,0.001075,8.063267623077716e-06,,29.57562744857384,25562.0
Kyrgyzstan,Unknown,Unknown,Unknown,Non-NATO,2026,105,6172101.0,3147772.0,2487357.0,117270.0,23000.0,300000.0,55000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,215.0,2686.0,30.0,169.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221800000.0,6728500000.0,45461000000.0,3237000000.0,28.0,3069000.0,0.0,0.0,424.0,34000.0,6000.0,31000.0,40000000.0,31026000.0,438000000.0,5663000000.0,3637000.0,3352000.0,28499000000.0,199951.0,0.0,4573.0,576.0,222.0,3.596830317585535e-05,0.004878907195178285,0.510000079389498,9643.478260869566,104,0.0003043478260869565,0.001075263439542688,,35.93589929912035,25562.0
Laos,Unknown,Unknown,Unknown,Non-NATO,2026,106,7953556.0,3499565.0,2521277.0,159071.0,100000.0,30000.0,120000.0,33.0,0.0,0.0,2.0,8.0,0.0,0.0,23.0,0.0,160.0,4380.0,40.0,87.0,64.0,36.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,135000000.0,16500000000.0,64173000000.0,1770000000.0,18.0,3174000.0,0.0,1.0,422.0,39568.0,0.0,24000.0,0.0,0.0,0.0,0.0,14845000.0,13691000.0,62000000.0,236800.0,0.0,5274.0,4600.0,229.0,2.8792152843331963e-05,0.002103688467112337,0.44000004526277303,1350.0,105,0.00033,0.0006756756756756757,inf,16.973539885807053,25562.0
Estonia,Unknown,Unknown,Unknown,Non-NATO,2026,107,1193791.0,584958.0,456028.0,13132.0,7700.0,78800.0,10000.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,1685.0,36.0,0.0,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1463360000.0,26400000000.0,57377000000.0,2593000000.0,26.0,752000.0,20.0,72.0,1441.0,58412.0,24000.0,28000.0,0.0,0.0,354912000.0,0.0,0.0,3000.0,0.0,45228.0,3794.0,657.0,335.0,13.0,1.0889678344031744e-05,0.025504296146539554,0.49000034344370164,190046.75324675324,106,0.0006493506493506494,0.0,0.0021085925144965737,1225.809207809407,25562.0
Tajikistan,Unknown,Unknown,Unknown,Non-NATO,2026,108,10394063.0,4781269.0,3773045.0,176699.0,9500.0,600000.0,20000.0,25.0,0.0,0.0,1.0,4.0,0.0,0.0,20.0,6.0,38.0,1240.0,3.0,13.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446000000.0,7150000000.0,46467000000.0,2748900000.0,19.0,2677000.0,0.0,0.0,680.0,30000.0,300.0,28000.0,12000000.0,18476000.0,85567000.0,5663000000.0,2175000.0,2245000.0,4075000000.0,144100.0,0.0,4130.0,200.0,63.0,6.061152409793937e-06,0.009598209481997978,0.4600000019241754,46947.36842105263,107,0.002631578947368421,0.00026370575988896597,,42.9091107106047,25562.0
Zambia,Unknown,Unknown,Unknown,Non-NATO,2026,109,20799116.0,7279691.0,4139024.0,374384.0,15150.0,0.0,1200.0,77.0,0.0,0.0,13.0,34.0,0.0,0.0,32.0,0.0,35.0,424.0,12.0,30.0,25.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394240000.0,13200000000.0,76493000000.0,2861000000.0,119.0,7051000.0,0.0,2.0,3126.0,67671.0,0.0,34000.0,0.0,0.0,0.0,0.0,831000.0,823000.0,944999000.0,752618.0,0.0,6043.0,0.0,112.0,5.384844240495606e-06,0.005153935654242872,0.3500000192315866,26022.44224422442,108,0.005082508250825082,4.6504335532766956e-05,,18.954651726544533,25562.0
Ghana,Unknown,Unknown,Unknown,Non-NATO,2026,110,34589092.0,14873310.0,9961658.0,622604.0,15500.0,0.0,0.0,19.0,0.0,0.0,2.0,5.0,2.0,0.0,10.0,0.0,0.0,1824.0,0.0,6.0,6.0,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,308500000.0,22550000000.0,229639000000.0,3624000000.0,11.0,14887000.0,4.0,52.0,947.0,65725.0,174000.0,110000.0,660000000.0,3192000000.0,3912000000.0,22653000000.0,0.0,85000.0,0.0,238533.0,539.0,2420.0,1293.0,47.0,1.3588098814504872e-06,0.0013434129220210853,0.4300000127207734,19903.225806451614,109,0.0012258064516129032,0.0,0.05194805194805195,8.918996775052667,25562.0
Zimbabwe,Unknown,Unknown,Unknown,Non-NATO,2026,111,17150352.0,6517134.0,3721626.0,360157.0,29000.0,0.0,21800.0,95.0,13.0,0.0,14.0,40.0,0.0,0.0,28.0,6.0,15.0,828.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530800000.0,11000000000.0,58583000000.0,115530000.0,144.0,6561000.0,0.0,0.0,3427.0,97267.0,800.0,29000.0,0.0,0.0,0.0,0.0,3877000.0,4479000.0,502000000.0,390757.0,0.0,3229.0,0.0,110.0,6.413862525970313e-06,0.009060648993735383,0.3800000139938819,18303.44827586207,110,0.0032758620689655174,3.838702825541193e-05,,30.949802079864018,25562.0
North Macedonia,Unknown,Unknown,Unknown,Non-NATO,2026,112,2135622.0,948216.0,783773.0,27763.0,9000.0,60000.0,3500.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,4.0,20.0,1108.0,0.0,150.0,17.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388421700.0,11000000000.0,42444000000.0,5015000000.0,13.0,801000.0,0.0,0.0,699.0,14182.0,0.0,22000.0,0.0,0.0,274928000.0,0.0,5075000.0,5776000.0,332000000.0,25713.0,0.0,838.0,0.0,40.0,1.8729906322373528e-05,0.00915139242295731,0.4439999213343934,43157.96666666667,111,0.0022222222222222222,0.0007778166686112084,,181.87755136442686,25562.0
South Sudan,Unknown,Unknown,Unknown,Non-NATO,2026,113,12703714.0,6351857.0,4065188.0,330297.0,185000.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,6.0,30.0,1950.0,24.0,0.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175300000.0,2475000000.0,20010000000.0,183615000.0,82.0,4471000.0,0.0,0.0,248.0,90200.0,146000.0,14000.0,3750000000.0,0.0,0.0,0.0,0.0,0.0,0.0,644329.0,0.0,6018.0,0.0,50.0,3.935856868314258e-06,0.008760619690154922,0.5,947.5675675675676,112,0.00010810810810810811,4.6560064811610216e-05,,13.79911418030979,25562.0
Uganda,Unknown,Unknown,Unknown,Non-NATO,2026,114,49283041.0,16756234.0,9905891.0,985661.0,45000.0,0.0,10000.0,51.0,6.0,0.0,0.0,12.0,0.0,0.0,30.0,6.0,259.0,3862.0,6.0,26.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985400000.0,11818000000.0,135668000000.0,3506500000.0,39.0,18881000.0,0.0,0.0,1244.0,20544.0,0.0,43000.0,2500000000.0,0.0,0.0,14158000000.0,0.0,0.0,800000000.0,241038.0,0.0,2729.0,0.0,310.0,6.290196256355204e-06,0.007263319279417401,0.3400000012174573,21897.777777777777,113,0.0011333333333333334,0.0010745193703897312,,19.99470771294328,25562.0
Lebanon,Unknown,Unknown,Unknown,Non-NATO,2026,115,5364482.0,2092148.0,1775644.0,69738.0,60000.0,35000.0,65000.0,80.0,0.0,9.0,0.0,9.0,0.0,0.0,68.0,0.0,116.0,4538.0,12.0,353.0,11.0,64.0,,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,768250325.0,36928000000.0,65818000000.0,26498095000.0,8.0,1771000.0,5.0,51.0,401.0,21705.0,0.0,174000.0,0.0,0.0,0.0,0.0,0.0,207000.0,0.0,10400.0,225.0,484.0,0.0,260.0,4.846693492493777e-05,0.011672343811723237,0.39000000372822574,12804.172083333333,114,0.0013333333333333333,0.011153846153846153,0.28444444444444444,143.21053272245112,25562.0
Namibia,Unknown,Unknown,Unknown,Non-NATO,2026,116,2803660.0,616805.0,400923.0,30840.0,13000.0,0.0,5000.0,34.0,11.0,0.0,3.0,14.0,0.0,0.0,7.0,2.0,4.0,2094.0,0.0,25.0,25.0,15.0,,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,370500000.0,8800000000.0,29944000000.0,2956000000.0,255.0,989000.0,2.0,15.0,2628.0,48875.0,0.0,25000.0,0.0,0.0,0.0,62297000000.0,0.0,32000.0,350000000.0,824292.0,1572.0,4220.0,0.0,53.0,1.890386138119458e-05,0.012373096446700508,0.21999992866467402,28500.0,115,0.0026153846153846153,4.852649303887457e-06,0.009541984732824428,132.14869135344514,25562.0
Luxembourg,Unknown,Unknown,Unknown,Non-NATO,2026,117,671254.0,154388.0,92633.0,3356.0,1000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726092925.0,4730000000000.0,88533000000.0,2977000000.0,3.0,352000.0,0.0,147.0,271.0,2875.0,0.0,51000.0,0.0,0.0,594240000.0,0.0,0.0,62000.0,0.0,2586.0,0.0,327.0,37.0,1.0,1.4897490368772476e-06,0.008201381688184068,0.2299993743054045,726092.925,116,0.001,0.0,,1081.6962357021337,25562.0
Afghanistan,Unknown,Unknown,Unknown,Non-NATO,2026,118,40121552.0,15647405.0,8826741.0,842553.0,0.0,0.0,80000.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,5202.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290000000.0,1142500000.0,54772700000.0,8852092000.0,67.0,8921000.0,0.0,0.0,0.0,34903.0,0.0,2700.0,0.0,80200000.0,80200000.0,49554000000.0,4885000.0,1545000.0,66000000.0,652230.0,0.0,5987.0,1200.0,9.0,2.243183414240805e-07,0.005294608445448189,0.38999999302120714,inf,117,inf,0.0,,7.228035445887039,25562.0
Niger,Unknown,Unknown,Unknown,Non-NATO,2026,119,26342784.0,7902835.0,5294900.0,447827.0,25000.0,0.0,5000.0,26.0,0.0,2.0,7.0,0.0,2.0,0.0,13.0,1.0,0.0,456.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336400000.0,3844000000.0,44561000000.0,1442772000.0,26.0,10237000.0,0.0,0.0,0.0,18949.0,6000.0,13000.0,150000000.0,29509000.0,29858000.0,0.0,457000.0,457000.0,90000000.0,1267000.0,0.0,5834.0,300.0,26.0,9.869875560608932e-07,0.007549202217185432,0.299999992407788,13456.0,118,0.00104,0.0,,12.770100533034018,25562.0
Eritrea,Unknown,Unknown,Unknown,Non-NATO,2026,120,6343956.0,2220385.0,1598677.0,76127.0,120000.0,130000.0,0.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,13.0,6.0,65.0,860.0,23.0,75.0,22.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,198000000.0,635504500.0,9702000000.0,225014976.0,10.0,1800000.0,2.0,9.0,306.0,16000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117600.0,2234.0,1840.0,0.0,108.0,1.7024077720589487e-05,0.02040816326530612,0.3500000630521397,1650.0,119,0.00016666666666666666,0.0005527210884353742,0.010295434198746643,31.21080915441406,25562.0
Republic of the Congo,Unknown,Unknown,Unknown,Non-NATO,2026,121,6097665.0,2256136.0,1353682.0,115856.0,8500.0,0.0,2500.0,13.0,2.0,0.0,4.0,0.0,0.0,0.0,7.0,1.0,30.0,644.0,2.0,38.0,30.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306400000.0,5741000000.0,38163000000.0,715391000.0,56.0,2461000.0,5.0,11.0,510.0,23324.0,267000.0,12000.0,2885000000.0,423000000.0,423000000.0,283990000000.0,0.0,0.0,0.0,342000.0,169.0,5008.0,1120.0,47.0,7.707868503763325e-06,0.00802871891622776,0.36999999180013987,36047.05882352941,120,0.0015294117647058824,8.771929824561403e-05,0.023668639053254437,50.24874275644858,25562.0
Botswana,Unknown,Unknown,Unknown,Non-NATO,2026,122,2450668.0,1029281.0,617568.0,24507.0,21000.0,0.0,0.0,45.0,11.0,0.0,9.0,9.0,0.0,0.0,16.0,0.0,45.0,1224.0,12.0,36.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465600000.0,1853500000.0,46742000000.0,4756000000.0,122.0,1170000.0,0.0,0.0,888.0,31747.0,0.0,21000.0,0.0,0.0,0.0,0.0,2634000.0,2291000.0,1660000000.0,581730.0,0.0,4347.0,0.0,90.0,3.672468078091361e-05,0.009961062855675837,0.4200001795428838,22171.428571428572,121,0.002142857142857143,7.735547418905678e-05,,189.98901523992643,25562.0
Mauritania,Unknown,Unknown,Unknown,Non-NATO,2026,123,4328040.0,1687936.0,1181555.0,82233.0,31540.0,66000.0,5000.0,24.0,0.0,4.0,7.0,7.0,2.0,0.0,4.0,0.0,25.0,628.0,0.0,75.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,261250000.0,3661000000.0,30395000000.0,2629290500.0,25.0,1179000.0,2.0,11.0,728.0,12253.0,0.0,29000.0,20000000.0,0.0,0.0,28317000000.0,0.0,0.0,0.0,1030700.0,754.0,5002.0,1086.0,55.0,1.2707830796388203e-05,0.008595163678236551,0.3900000924205876,8283.132530120482,122,0.0007609384908053266,2.425536043465606e-05,0.007957559681697613,60.36219628284397,25562.0
Dominican Republic,Unknown,Unknown,Unknown,Non-NATO,2026,124,10815857.0,4975294.0,4034315.0,97343.0,50000.0,0.0,30000.0,79.0,0.0,8.0,11.0,17.0,1.0,0.0,50.0,0.0,5.0,540.0,0.0,11.0,0.0,34.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,810800000.0,27500000000.0,261616000000.0,15547000000.0,32.0,5302000.0,17.0,40.0,496.0,19705.0,0.0,134000.0,0.0,0.0,2440000000.0,0.0,0.0,2188000.0,0.0,48320.0,1288.0,376.0,0.0,118.0,1.0909907555175702e-05,0.0030991988257598924,0.4599999796594944,16216.0,123,0.00158,0.00010347682119205298,0.026397515527950312,74.96400886217339,25562.0
Senegal,Unknown,Unknown,Unknown,Non-NATO,2026,125,18847519.0,7162057.0,4089912.0,395798.0,17000.0,0.0,0.0,40.0,0.0,0.0,5.0,23.0,1.0,0.0,20.0,5.0,0.0,1740.0,0.0,20.0,6.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,465150000.0,11326000000.0,77382000000.0,889295000.0,19.0,5257000.0,6.0,36.0,906.0,16665.0,9000.0,55000.0,0.0,54646000.0,54498000.0,0.0,0.0,502000.0,0.0,196722.0,531.0,2684.0,1000.0,44.0,2.3345247721994605e-06,0.006011087849887571,0.37999998832737614,27361.764705882353,124,0.002352941176470588,0.0,0.007532956685499058,24.67964085883134,25562.0
Nepal,Unknown,Unknown,Unknown,Non-NATO,2026,126,31122387.0,15249970.0,11733140.0,778060.0,95000.0,0.0,15000.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,1108.0,0.0,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409100000.0,5838500000.0,144310000000.0,12456000000.0,51.0,8937000.0,0.0,0.0,59.0,27990.0,0.0,62000.0,0.0,0.0,0.0,0.0,15000.0,1095000.0,8000000.0,147181.0,0.0,3159.0,0.0,15.0,4.819681729425188e-07,0.0028348693784214537,0.49000001188854825,4306.315789473684,125,0.00015789473684210527,0.0,,13.144878636718964,25562.0
Montenegro,Unknown,Unknown,Unknown,Non-NATO,2026,127,599849.0,143964.0,85179.0,3599.0,2350.0,0.0,5500.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,471.0,0.0,12.0,12.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,148100000.0,2958500000.0,17115000000.0,1574000000.0,5.0,286000.0,4.0,18.0,250.0,7762.0,0.0,8000.0,0.0,0.0,0.0,0.0,1734000.0,1517000.0,337000000.0,13812.0,294.0,680.0,0.0,25.0,4.167715541744672e-05,0.008653228162430616,0.240000400100692,63021.27659574468,126,0.004680851063829788,0.0,0.047619047619047616,246.89546869295438,25562.0
El Salvador,Unknown,Unknown,Unknown,Non-NATO,2026,128,6628702.0,3181777.0,2512278.0,145831.0,25000.0,10000.0,15000.0,52.0,0.0,15.0,4.0,10.0,0.0,0.0,30.0,0.0,0.0,1844.0,0.0,76.0,0.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,334620000.0,14258000000.0,71957000000.0,3799434000.0,27.0,2870000.0,3.0,5.0,13.0,9012.0,3.0,58000.0,0.0,0.0,226472.0,0.0,0.0,500.0,0.0,21041.0,307.0,590.0,422.0,66.0,9.956700421892551e-06,0.004650277248912545,0.4800000060343639,13384.8,127,0.00208,0.0,0.04560260586319218,50.480471138995235,25562.0
Burkina Faso,Unknown,Unknown,Unknown,Non-NATO,2026,129,23042199.0,8525614.0,6060098.0,368675.0,12000.0,0.0,4500.0,25.0,0.0,3.0,2.0,0.0,2.0,0.0,18.0,5.0,0.0,491.0,0.0,8.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81280000.0,3145000000.0,57152000000.0,47138000.0,49.0,8577000.0,0.0,0.0,622.0,15304.0,0.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274200.0,0.0,3611.0,0.0,25.0,1.0849658923612281e-06,0.0014221724524076148,0.3700000160574952,6773.333333333333,128,0.0020833333333333333,0.0,,3.5274411092448252,25562.0
Madagascar,Unknown,Unknown,Unknown,Non-NATO,2026,130,29452714.0,11192031.0,7952233.0,559602.0,13500.0,0.0,8100.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,158.0,0.0,9.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,112210000.0,3028500000.0,51255000000.0,2632000000.0,91.0,15830000.0,13.0,29.0,836.0,31640.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,511000.0,150000000.0,587040.0,4828.0,0.0,600.0,17.0,5.771963833282053e-07,0.002189249829284948,0.3799999891351269,8311.851851851852,129,0.00037037037037037035,1.0220768601798855e-05,0.0012427506213753107,3.809835657250466,25562.0
Nicaragua,Unknown,Unknown,Unknown,Non-NATO,2026,131,6676948.0,3271705.0,2777610.0,146893.0,45000.0,0.0,5500.0,17.0,0.0,0.0,5.0,1.0,0.0,0.0,11.0,0.0,89.0,1869.0,0.0,0.0,0.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,92000000.0,9053000000.0,51088000000.0,5447000000.0,39.0,3264000.0,5.0,5.0,0.0,23897.0,200.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130370.0,910.0,1253.0,2220.0,129.0,1.9320204380803925e-05,0.001800814281240213,0.4900000718891326,2044.4444444444443,130,0.00037777777777777777,0.0006826723939556647,0.025274725274725275,13.778750411115977,25562.0
Bosnia and Herzegovina,Unknown,Unknown,Unknown,Non-NATO,2026,132,3798671.0,2355176.0,1956316.0,49383.0,12770.0,6000.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,45.0,720.0,0.0,457.0,79.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216400000.0,7760500000.0,63769000000.0,9205000000.0,13.0,1369000.0,1.0,0.0,965.0,22926.0,0.0,36000.0,0.0,0.0,225824000.0,0.0,14114000.0,14766000.0,2264000000.0,51197.0,20.0,1543.0,990.0,67.0,1.7637747517487038e-05,0.003393498408317521,0.6199999947350008,16945.967110415037,131,0.0017227877838684417,0.0008789577514307479,0.0,56.967291981853656,25562.0
Gabon,Unknown,Unknown,Unknown,Non-NATO,2026,133,2455105.0,932940.0,532758.0,46647.0,4800.0,0.0,2500.0,24.0,6.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,424.0,0.0,0.0,14.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,274820000.0,6280000000.0,48201000000.0,1568196000.0,40.0,763000.0,9.0,87.0,649.0,14300.0,204000.0,16000.0,2000000000.0,463000000.0,463000000.0,25995000000.0,0.0,0.0,0.0,267667.0,885.0,3261.0,1600.0,29.0,1.1812122088464648e-05,0.005701541461795398,0.3800000407314555,57254.166666666664,132,0.005,0.0,0.005649717514124294,111.9381859431674,25562.0
Moldova,Unknown,Unknown,Unknown,Non-NATO,2026,134,3599528.0,2159717.0,1792565.0,71991.0,8500.0,67000.0,2000.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,500.0,9.0,67.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1710000000.0,4565500000.0,38969000000.0,5453000000.0,11.0,1464000.0,0.0,75.0,1171.0,9352.0,0.0,22000.0,0.0,10000.0,2344000000.0,0.0,0.0,120000.0,0.0,33851.0,0.0,1885.0,558.0,3.0,8.334426069195739e-07,0.04388103364212579,0.6000000555628404,201176.4705882353,133,0.00035294117647058826,0.0,,475.0622859441571,25562.0
Iceland,Unknown,Unknown,Unknown,Non-NATO,2026,135,364036.0,83728.0,50237.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312400000.0,22000000000.0,26155000000.0,5809000000.0,83.0,239000.0,43.0,39.0,0.0,12898.0,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,188000.0,0.0,100250.0,4970.0,0.0,0.0,0.0,0.0,0.011944178933282356,0.22999923084530102,inf,134,,0.0,0.0,858.1568855827445,25562.0
Panama,Unknown,Unknown,Unknown,Non-NATO,2026,136,4470241.0,2011608.0,1206965.0,53643.0,0.0,0.0,80000.0,38.0,0.0,0.0,13.0,0.0,2.0,0.0,23.0,0.0,0.0,262.0,0.0,0.0,0.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,917202000.0,1115532300000.0,159867000000.0,6757000000.0,76.0,2096000.0,12.0,8174.0,77.0,11978.0,0.0,146000.0,0.0,0.0,389611000.0,0.0,0.0,837000.0,0.0,75420.0,2490.0,687.0,800.0,68.0,1.5211707825148577e-05,0.005737281615342754,0.44999989933428647,inf,135,inf,0.0,0.012048192771084338,205.17954177414595,25562.0
Beliz,Unknown,Unknown,Unknown,Non-NATO,2026,137,415789.0,158000.0,90226.0,8732.0,1650.0,850.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,130.0,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,29538000.0,1248000000.0,5257000000.0,473729000.0,27.0,190000.0,2.0,774.0,0.0,3281.0,800.0,5000.0,6700000.0,0.0,0.0,0.0,0.0,0.0,0.0,22966.0,386.0,542.0,825.0,11.0,2.645572634196672e-05,0.005618793988967092,0.3800004329118856,17901.81818181818,136,0.0018181818181818182,0.0,0.02072538860103627,71.0408404262739,25562.0
Liberia,Unknown,Unknown,Unknown,Non-NATO,2026,138,5437249.0,2392390.0,1913912.0,65247.0,1500.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,364800000.0,830923000.0,8884000000.0,599660000.0,99.0,2499000.0,4.0,4821.0,429.0,10600.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111369.0,579.0,1667.0,0.0,4.0,7.356661429336784e-07,0.041062584421431784,0.44000008092327575,243200.0,137,0.0,0.0,0.0069084628670120895,67.09275223555147,25562.0
