Country,capital_city,region,continent,alliance,NATO_Status,year,power_index_rank,power_index_score,active_personnel,reserve_personnel,total_personnel,total_aircraft,fighter_aircraft,attack_aircraft,transport_aircraft,helicopters,tanks,armored_vehicles,artillery_units,naval_assets,aircraft_carriers,submarines,defense_budget_usd,gdp_usd,population,land_area_sq_km,coastline_km,fit_for_service,population_reaching_military_age_annually,paramilitary,trainer_aircraft,special_mission_aircraft,tanker_aircraft,attack_helicopters,self_propelled_artillery,towed_artillery,rocket_projectors,helicopter_carriers,destroyers,frigates,corvettes,coastal_patrol_craft,mine_warfare_craft,external_debt_usd,foreign_exchange_and_gold_reserves_usd,labour_force,total_merchant_marine_fleet,major_ports_and_terminals,roadway_coverage_km,railway_coverage_km,total_serviceable_airports,waterway_coverage_km,oil_production_bbl,oil_consumption_bbl,proven_oil_reserves_bbl,natural_gas_production_cum,natural_gas_consumption_cum,proven_natural_gas_reserves_cum,coal_production_cum,coal_consumption_mt,proven_coal_reserves_cum,border_coverage_km,kpi_budget_gdp_percent,kpi_active_per_1k_capita,kpi_equipment_per_1m_capita,score_active_personnel,score_reserve_personnel,score_total_personnel,score_total_aircraft,score_fighter_aircraft,score_attack_aircraft,score_transport_aircraft,score_helicopters,score_tanks,score_armored_vehicles,score_artillery_units,score_naval_assets,score_aircraft_carriers,score_submarines,score_defense_budget_usd,score_gdp_usd,score_population,score_land_area_sq_km,score_coastline_km,score_kpi_budget_gdp_percent,score_kpi_active_per_1k_capita,score_kpi_equipment_per_1m_capita,score_power_index
Luxembourg,Luxembourg [Luxemburg/L,Europe,Europe,NATO,NATO,2025,48,3.5,1000,0,154388,1,0,0,1,0,0,182,0,0,0,0,726092925.0,88533000000.0,671254,2586.0,0.0,92633.0,3356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4730000000000.0,2977000000.0,352000.0,147.0,0.0,2875.0,271.0,3.0,37.0,0.0,51000.0,0.0,0.0,594240000.0,0.0,0.0,62000.0,0.0,327.0,0.8201381688184067,1.4897490368772477,1.4897490368772475,0.0004914004914004914,0.0,9.248211281938751e-05,7.666947788085564e-05,0.0,0.0,0.0010893246187363835,0.0,0.0,0.0002500771921945294,0.0,0.0,0.0,0.0,0.0007956469989474697,0.002667243785845012,0.00021716442329569108,0.00010919710416532265,0.0,0.045945701880789024,0.0296806154126185,0.006746444765591089,0.0
Madagascar,Antananarivo,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,13500,0,11192031,5,0,0,0,5,6,158,9,6,0,0,112210000.0,51255000000.0,29452714,587040.0,4828.0,7952233.0,559602.0,8100.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3028500000.0,2632000000.0,15830000.0,29.0,13.0,31640.0,836.0,91.0,600.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,511000.0,150000000.0,0.0,0.2189249829284948,0.45836183381945717,0.5771963833282053,0.006633906633906634,0.0,0.014538909301980481,0.00038334738940427816,0.0,0.0,0.0,0.0008557247989046722,0.0008823529411764705,0.0001888337981877059,0.0005396330495263221,0.007957559681697613,0.0,0.0,0.00010973356007803475,0.001473268164432716,0.0205620308129864,0.034292745212274316,0.023891528107680127,0.008863841373980476,0.009132049071791975,0.0026138788632380492,0.0
Malaysia,Kuala Lumpur,Asia,Asia,Neutral/Other,Non-NATO,2025,41,0.8258,113000,51600,16245461,135,26,12,16,45,48,13506,232,100,0,2,4800000000.0,1152000000000.0,34564810,329847.0,4675.0,13480276.0,553037.0,100000.0,31.0,6.0,4.0,0.0,0.0,196.0,36.0,0.0,0.0,2.0,6.0,71.0,4.0,247500000000.0,113438000000.0,17308000.0,1750.0,35.0,144403.0,1851.0,102.0,7200.0,582000.0,717000.0,3600000000.0,75456000000.0,42499000000.0,1189000000000.0,3731000.0,35050000.0,226000000.0,2742.0,0.4166666666666667,3.2692209215094774,8.187517883072408,0.05552825552825553,0.01032,0.021153003321013563,0.01035037951391551,0.014525139664804468,0.013498312710911137,0.017429193899782137,0.00770152319014205,0.007058823529411764,0.03425036809831606,0.013910540832234081,0.1326259946949602,0.0,0.02857142857142857,0.005347569682654254,0.036728987231750644,0.024175638673437964,0.019250039903440985,0.023134402216943784,0.02106022978470143,0.0651334462840833,0.03707781364384844,0.7799230051329912
Mali,Bamako,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,40000,0,6817088,43,9,12,7,10,10,570,30,0,0,0,650386000.0,57235000000.0,21990607,1240192.0,0.0,4288168.0,351850.0,4800.0,4.0,1.0,0.0,8.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4057500000.0,647800000.0,8277000.0,0.0,0.0,139107.0,593.0,30.0,1800.0,0.0,46000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7908.0,1.136343146675985,1.8189584307518205,2.4101199207461623,0.019656019656019656,0.0,0.008812841199738906,0.0032967875488767923,0.005027932960893855,0.013498312710911137,0.007625272331154685,0.0017114495978093444,0.0014705882352941176,0.0012401787286381765,0.0017987768317544069,0.0,0.0,0.0,0.0007110569327341433,0.0016648013533389215,0.01528726122518315,0.07249430224483396,0.0,0.06544871538026384,0.036239530483504735,0.010914416134040789,0.0
Mauritania,Nouakchott,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,31540,66000,1687936,24,0,4,7,4,25,628,75,6,0,0,261250000.0,30395000000.0,4328040,1030700.0,754.0,1181555.0,82233.0,5000.0,7.0,2.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3661000000.0,2629290500.0,1179000.0,11.0,2.0,12253.0,728.0,25.0,1086.0,0.0,29000.0,20000000.0,0.0,0.0,28317000000.0,0.0,0.0,0.0,5002.0,0.8595163678236551,7.287363333056072,12.707830796388203,0.0154987714987715,0.0132,0.002099639757171865,0.0018400674691405354,0.0,0.0044994375703037125,0.007625272331154685,0.0006845798391237378,0.0036764705882352936,0.0013881835974880001,0.004496942079386017,0.007957559681697613,0.0,0.0,0.0002762613046461062,0.0008051440305558853,0.002802051450767249,0.06024153323262089,0.003731195566112431,0.048374485741143926,0.14518782902779423,0.05754840341298011,0.0
Mexico,Ciudad de M,North America,North America,Neutral/Other,Non-NATO,2025,32,0.5323,412000,98655,61447766,433,3,33,41,178,0,19658,90,167,0,0,7600000000.0,2873000000000.0,130739927,1964375.0,9330.0,49811912.0,2222579.0,120000.0,176.0,25.0,0.0,0.0,20.0,70.0,0.0,0.0,5.0,1.0,3.0,140.0,0.0,371359000000.0,214317000000.0,60042000.0,674.0,35.0,704884.0,23389.0,1485.0,2900.0,2101000.0,1737000.0,5786000000.0,31422000000.0,90566000000.0,180322000000.0,7453000.0,18423000.0,1211000000.0,4389.0,0.2645318482422555,3.1512944014417266,4.5892636914199905,0.20245700245700246,0.019731,0.0803152545339539,0.03319788392241049,0.0016759776536312849,0.03712035995500563,0.044662309368191724,0.030463802841006332,0.0,0.04994909142873182,0.005396330495263221,0.22148541114058354,0.0,0.0,0.008476110240830585,0.09185082972465694,0.09215933044508096,0.11485032071604759,0.04616983372921615,0.011676799335330567,0.06278396888726204,0.020782838748328574,0.8655214652356509
Moldova,Chisinau,Europe,Europe,Neutral/Other,Non-NATO,2025,48,3.5,8500,67000,2159717,3,0,0,1,2,0,500,87,0,0,0,1710000000.0,38969000000.0,3599528,33851.0,0.0,1792565.0,71991.0,2000.0,0.0,0.0,0.0,0.0,9.0,67.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4565500000.0,5453000000.0,1464000.0,75.0,0.0,9352.0,1171.0,11.0,558.0,0.0,22000.0,0.0,10000.0,2344000000.0,0.0,0.0,120000.0,0.0,1885.0,4.388103364212579,2.3614207196054595,0.833442606919574,0.0041769041769041775,0.013399999999999999,0.002717122118734892,0.00023000843364256692,0.0,0.0,0.0010893246187363835,0.0003422899195618689,0.0,0.0010615521627849412,0.005216452812087781,0.0,0.0,0.0,0.001895001709523948,0.0010797603452183946,0.002287085243240377,0.0019378245609027694,0.0,0.26601204569012343,0.047047132416957294,0.0037743098828641546,0.0
Mongolia,Ulan Bator,Asia,Asia,Neutral/Other,Non-NATO,2025,48,3.5,35000,135000,1870555,7,0,0,3,2,420,2560,630,0,0,0,165110000.0,56264000000.0,3281676,1564116.0,0.0,1552233.0,62352.0,50000.0,2.0,0.0,0.0,0.0,0.0,500.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,19542500000.0,4782000000.0,1403000.0,318.0,0.0,113200.0,1815.0,35.0,580.0,15000.0,36000.0,0.0,0.0,0.0,0.0,28276000.0,6393000.0,2520000000.0,8082.0,0.2934558509881985,10.665282008339641,130.11644050174363,0.0171990171990172,0.027,0.0023386574611198377,0.0005366863451659894,0.0,0.0,0.003267973856209151,0.0003422899195618689,0.06176470588235294,0.006318276815037295,0.03777431346684255,0.0,0.0,0.0,0.0001688406299092947,0.0016337012318626797,0.002062403921594568,0.09143997057351524,0.0,0.013460785216372107,0.21248688585843442,0.5892424544072141,0.0
Montenegro,Podgorica,Europe,Europe,NATO,NATO,2025,48,3.5,2350,0,143964,11,0,0,0,11,0,471,24,14,0,0,148100000.0,17115000000.0,599849,13812.0,294.0,85179.0,3599.0,5500.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,2958500000.0,1574000000.0,286000.0,18.0,4.0,7762.0,250.0,5.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,1734000.0,1517000.0,337000000.0,680.0,0.8653228162430616,3.9176526092399926,41.67715541744672,0.0011547911547911548,0.0,7.883884160470743e-05,0.000843364256689412,0.0,0.0,0.0,0.0018825945575902789,0.0,0.0009875497283600295,0.0014390214654035256,0.01856763925729443,0.0,0.0,0.0001498347460183735,0.0003797994237541446,0.00016669008375364333,0.0007657834412622226,0.0014548693586698338,0.048732618123103755,0.07805230111699324,0.18873825057148053,0.0
Morocco,Rabat,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,195800,150000,17946041,260,83,0,31,78,903,7877,678,111,0,0,13400000000.0,337480000000.0,37387585,715550.0,1835.0,15254135.0,635589.0,50000.0,75.0,4.0,2.0,0.0,396.0,153.0,129.0,0.0,0.0,6.0,1.0,105.0,0.0,45645000000.0,36328000000.0,12284000.0,94.0,12.0,57300.0,2067.0,49.0,0.0,25.0,318000.0,684000.0,82595000.0,243201000.0,1444000000.0,0.0,11940000.0,96000000.0,2363.0,3.9706056655209196,5.237032560407418,34.075482543202504,0.09621621621621622,0.03,0.023378777895290297,0.019934064249022464,0.046368715083798875,0.0,0.03376906318082789,0.013349306862912887,0.1327941176470588,0.019886240395632325,0.040652356397649594,0.14721485411140584,0.0,0.0,0.014956658539910123,0.010640757628425805,0.026170984990933992,0.04180903865431267,0.009080562153602534,0.2402614603933589,0.10433861374036327,0.15431348176633955,0.0
Mozambique,Maputo,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,11200,0,14674420,22,8,0,4,8,30,872,58,33,0,0,412400000.0,50631000000.0,33350954,799380.0,2470.0,7770772.0,533615.0,3000.0,1.0,1.0,0.0,2.0,0.0,52.0,6.0,0.0,0.0,0.0,0.0,33.0,0.0,12100000000.0,3515000000.0,15191000.0,36.0,11.0,31083.0,4787.0,92.0,460.0,0.0,40000.0,0.0,5388000000.0,1347000000.0,2832000000000.0,9015000.0,11000.0,1792000000.0,4783.0,0.814520748158243,0.3358224775219324,2.5486527311932368,0.005503685503685504,0.0,0.019096773615297692,0.001686728513378824,0.004469273743016759,0.0,0.004357298474945534,0.0013691596782474755,0.004411764705882353,0.002010824769890706,0.0034776352080585203,0.04376657824933687,0.0,0.0,0.00044514662799194626,0.001453282092546851,0.023317595400569793,0.0467120880609431,0.012222882026920033,0.04559922842641872,0.006690669069425612,0.011541772776514187,0.0
Myanmar,Rangoon (Yangon),Asia,Asia,Neutral/Other,Non-NATO,2025,48,3.5,150000,20000,30489384,317,58,26,30,83,445,5980,485,232,0,3,2948000000.0,290507000000.0,57527139,676578.0,1930.0,21975367.0,1035489.0,55000.0,119.0,5.0,0.0,9.0,95.0,210.0,180.0,0.0,0.0,6.0,3.0,146.0,2.0,7253400000.0,8590400000.0,22884000.0,101.0,7.0,157000.0,5031.0,73.0,12800.0,7000.0,148000.0,139000000.0,16780000000.0,3788000000.0,637129000000.0,1268000.0,1453000.0,252000000.0,6522.0,1.0147776129318742,2.607464974053377,17.278801228060377,0.07371007371007371,0.004,0.03979591435804539,0.024304224488231236,0.03240223463687151,0.029246344206974133,0.032679738562091505,0.014205031661817559,0.06544117647058822,0.015045460461009647,0.029080225446696247,0.30769230769230765,0.0,0.04285714285714286,0.0032782635706033393,0.009136261226671424,0.040407112528521076,0.03952964414786867,0.009550673000791767,0.057950749150427534,0.051949129135854866,0.078248399707032,0.0
Namibia,Windhoek,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,13000,0,616805,34,11,0,3,7,4,2094,50,15,0,0,370500000.0,29944000000.0,2803660,824292.0,1572.0,400923.0,30840.0,5000.0,14.0,0.0,0.0,2.0,0.0,25.0,25.0,0.0,0.0,0.0,2.0,12.0,0.0,8800000000.0,2956000000.0,989000.0,15.0,2.0,48875.0,2628.0,255.0,0.0,0.0,25000.0,0.0,0.0,0.0,62297000000.0,0.0,32000.0,350000000.0,4220.0,1.237309644670051,4.63679618784018,18.90386138119458,0.0063882063882063885,0.0,0.0006977085657432868,0.0026067622479490917,0.006145251396648044,0.0,0.003267973856209151,0.001198014718466541,0.000588235294117647,0.005129134248071471,0.002997961386257345,0.01989389920424403,0.0,0.0,0.0003983302532106648,0.000790698968984531,0.0017245068290865997,0.048169141225895704,0.007779097387173397,0.07167616627845899,0.09237996534400163,0.08560761142155264,0.0
Nepal,Kathmandu,Asia,Asia,Neutral/Other,Non-NATO,2025,48,3.5,95000,0,15249970,15,0,0,5,10,0,1108,14,0,0,0,409100000.0,144310000000.0,31122387,147181.0,0.0,11733140.0,778060.0,15000.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5838500000.0,12456000000.0,8937000.0,0.0,0.0,27990.0,59.0,51.0,0.0,0.0,62000.0,0.0,0.0,0.0,0.0,15000.0,1095000.0,8000000.0,3159.0,0.28348693784214535,3.0524650953026193,0.4819681729425188,0.04668304668304669,0.0,0.019850072228844235,0.0011500421682128345,0.0,0.0,0.0054466230936819175,0.0017114495978093444,0.0,0.0026130514776244707,0.0008394291881520566,0.0,0.0,0.0,0.00044145941947695274,0.004453723163373679,0.02174227928194781,0.008566270096551412,0.0,0.012845918717495745,0.060814969710622536,0.002182630481403345,0.0
Netherlands,Amsterdam,Europe,Europe,NATO,NATO,2025,36,0.6154,41380,6765,7997570,120,32,0,4,63,18,2755,48,64,0,3,27000000000.0,1240000000000.0,17772378,41543.0,451.0,6486918.0,195496.0,5000.0,21.0,0.0,0.0,12.0,46.0,0.0,2.0,0.0,0.0,6.0,0.0,4.0,4.0,4779954300000.0,69830000000.0,9999000.0,1187.0,18.0,139124.0,3055.0,45.0,6237.0,70000.0,872000.0,137747000.0,17774000000.0,33243000000.0,132608000000.0,1825000.0,10610000.0,3247000000.0,1053.0,2.1774193548387095,2.328332201802145,11.36595226592637,0.020334152334152335,0.001353,0.010357894546827163,0.009200337345702676,0.017877094972067038,0.0,0.004357298474945534,0.01078213246619887,0.0026470588235294116,0.0068158793913427355,0.002878042930807051,0.08488063660477453,0.0,0.04285714285714286,0.030152426965338007,0.03954753583103929,0.012305504726168901,0.002387714290543724,0.0022317893903404593,0.1296606183026929,0.04638790220624182,0.05147160177471919,0.8412855809612693
New Zealand,Wellington,Unknown,Unknown,Neutral/Other,Non-NATO,2025,48,3.5,8670,3250,2219321,48,0,0,8,21,0,2114,31,8,0,0,3030000000.0,254770000000.0,5161211,268838.0,15134.0,1775457.0,61935.0,300.0,13.0,6.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,209683100000.0,15487000000.0,3068000.0,117.0,22.0,94000.0,4128.0,202.0,0.0,12000.0,154000.0,40993000.0,3770000000.0,3819000000.0,31149000000.0,3036000.0,2441000.0,7575000000.0,0.0,1.1893080032970915,1.6798383170151345,10.850166753500293,0.00426044226044226,0.00065,0.0027951337781247417,0.0036801349382810707,0.0,0.0,0.008714596949891068,0.003594044155399623,0.0,0.005180170409743824,0.0018587360594795538,0.010610079575596816,0.0,0.0,0.0033698851155213603,0.007991642234708036,0.003390998386564286,0.015681745244618184,0.07489113222486145,0.06871550238873542,0.033467808206956925,0.04913582683253921,0.0
Nicaragua,Managua,Unknown,Unknown,Neutral/Other,Non-NATO,2025,48,3.5,45000,0,3271705,17,0,0,5,11,89,1869,0,23,0,0,92000000.0,51088000000.0,6676948,130370.0,910.0,2777610.0,146893.0,5500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,9053000000.0,5447000000.0,3264000.0,5.0,5.0,23897.0,0.0,39.0,2220.0,200.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253.0,0.18008142812402128,6.739606179350206,19.320204380803926,0.022113022113022116,0.0,0.004172528284455315,0.0013033811239745458,0.0,0.0,0.0054466230936819175,0.0018825945575902789,0.013088235294117645,0.0045549774292575,0.0,0.030503978779840846,0.0,0.0,8.715220126348345e-05,0.0014679193278863386,0.004462433496072651,0.00758302825502852,0.004503167062549485,0.006468033506400191,0.1342747362744448,0.08749305318447717,0.0
Niger,Niamey,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,25000,0,7902835,26,0,2,7,13,0,456,0,0,0,0,336400000.0,44561000000.0,26342784,1267000.0,0.0,5294900.0,447827.0,5000.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3844000000.0,1442772000.0,10237000.0,0.0,0.0,18949.0,0.0,26.0,300.0,6000.0,13000.0,150000000.0,29509000.0,29858000.0,0.0,457000.0,457000.0,90000000.0,5834.0,0.7549202217185431,0.9490264962123973,0.9869875560608932,0.012285012285012286,0.0,0.010233902288718691,0.0019934064249022467,0.0,0.0022497187851518562,0.007625272331154685,0.0022248844771521475,0.0,0.0009492726071057649,0.0,0.0,0.0,0.0,0.0003602290985557316,0.0012588662971186456,0.01836370208569839,0.07406224866607872,0.0,0.04192316399629826,0.01890767488563644,0.00446965016688191,0.0
Nigeria,Abuja,Africa,Africa,Neutral/Other,Non-NATO,2025,40,0.7717,230000,0,125475979,163,14,24,23,66,330,8962,416,133,0,0,3160000000.0,1275000000000.0,236747130,923768.0,853.0,90437404.0,4261448.0,50000.0,28.0,11.0,0.0,15.0,40.0,339.0,37.0,0.0,0.0,1.0,0.0,109.0,2.0,32455500000.0,41349000000.0,75721000.0,928.0,28.0,195000.0,3798.0,47.0,8600.0,1541000.0,515000.0,36890000000.0,39951000000.0,20719000000.0,5761000000000.0,3043000.0,3044000.0,2144000000.0,4477.0,0.24784313725490195,0.9715006893642174,2.644171441486957,0.11302211302211303,0.0,0.16411746820915593,0.012497124894579468,0.007821229050279328,0.026996625421822275,0.025054466230936823,0.011295567345541673,0.048529411764705876,0.022654952166357472,0.024943038733661112,0.17639257294429708,0.0,0.0,0.0035151387842938327,0.04066854947848363,0.1670930683923505,0.05398729394895389,0.004221100554235946,0.010647466533929227,0.019355433445726745,0.011974336709851489,0.7957011199253383
North Korea,Pyongyang,Asia,Asia,Neutral/Other,Non-NATO,2025,31,0.5118,1320000,560000,9467520,861,368,114,1,205,4344,18288,3500,207,0,13,4736000000.0,72000000000.0,26298666,120538.0,2495.0,5312331.0,420779.0,100000.0,173.0,0.0,0.0,20.0,1300.0,700.0,1500.0,0.0,0.0,2.0,4.0,155.0,1.0,5500000000.0,5500000000.0,15837000.0,264.0,10.0,25554.0,7435.0,83.0,2250.0,0.0,17000.0,0.0,0.0,0.0,0.0,21747000.0,21747000.0,10600000000.0,1607.0,6.577777777777778,50.19265996229619,205.78990584541435,0.6486486486486487,0.11199999999999999,0.012281813054311719,0.0660124204554167,0.20558659217877093,0.1282339707536558,0.0010893246187363835,0.03508471675509156,0.6388235294117647,0.04645311435417565,0.20985729703801415,0.2745358090185676,0.0,0.18571428571428572,0.0052760601841816525,0.0021377089677536583,0.018332516217595088,0.007007974196028278,0.012346595407759304,0.40106763506307597,1.0,0.931935647370837,0.8715002333177788
North Macedonia,Skopje,Europe,Europe,NATO,NATO,2025,48,3.5,9000,60000,948216,20,0,0,0,10,20,1108,167,0,0,0,388421700.0,42444000000.0,2135622,25713.0,0.0,783773.0,27763.0,3500.0,10.0,0.0,0.0,4.0,0.0,150.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000000.0,5015000000.0,801000.0,0.0,0.0,14182.0,699.0,13.0,0.0,0.0,22000.0,0.0,0.0,274928000.0,0.0,5075000.0,5776000.0,332000000.0,838.0,0.915139242295731,4.214228922534044,18.729906322373527,0.004422604422604423,0.012,0.0011314700926550619,0.0015333895576171127,0.0,0.0,0.0,0.0017114495978093444,0.0029411764705882353,0.0026130514776244707,0.010013191030099532,0.0,0.0,0.0,0.0004183548122540465,0.0011910609859289408,0.0012522881211671196,0.0014618491813112346,0.0,0.05180521500751587,0.08396105975853234,0.08481984236315379,0.0
Norway,Oslo,Unknown,Unknown,NATO,NATO,2025,33,0.5658,23250,0,2203893,97,0,32,4,33,44,6552,42,43,0,6,9710000000.0,499528000000.0,5509733,323802.0,25148.0,1807192.0,71627.0,40000.0,23.0,5.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,4.0,6.0,18.0,5.0,716144000000.0,80459000000.0,3009000.0,1720.0,141.0,94902.0,3848.0,145.0,1577.0,2020000.0,229000.0,8122200000.0,123727000000.0,4548000000.0,1544455000000.0,117000.0,1201000.0,2000000.0,2566.0,1.9438349802213288,4.219805206531786,33.39544765599349,0.011425061425061426,0.0,0.0027749411084873584,0.007436939354442997,0.0,0.0359955005624297,0.004357298474945534,0.005647783672770836,0.006470588235294117,0.01650509468483894,0.00251828756445617,0.05702917771883289,0.0,0.08571428571428572,0.010833689018599175,0.01583098675817042,0.0036373595344653233,0.018896479917003182,0.12444576405384007,0.11525351047569013,0.08407215735730338,0.1512338907133073,0.8557512832477836
Oman,Masqat,Middle East,Asia,Neutral/Other,Non-NATO,2025,48,3.5,42600,100000,1482757,128,29,10,9,31,150,4084,164,22,0,0,8200000000.0,185960000000.0,3901992,309500.0,2092.0,1291559.0,50726.0,10000.0,45.0,4.0,0.0,0.0,24.0,140.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,50897000000.0,17455000000.0,2316000.0,57.0,7.0,60230.0,0.0,36.0,0.0,1056000.0,211000.0,5375000000.0,40754000000.0,27364000000.0,651287000000.0,0.0,31000.0,0.0,1561.0,4.409550440955044,10.917500599693694,76.88380704009644,0.020933660933660933,0.02,0.0018310947893517536,0.009813693168749521,0.016201117318435754,0.011248593925759281,0.009803921568627453,0.005305493753208968,0.022058823529411763,0.010207232334470588,0.009833313346924092,0.029177718832891244,0.0,0.0,0.009146511789011226,0.005787729403832451,0.002500889187435404,0.0180599844784534,0.010352335708630245,0.26733486682363816,0.2175118953228365,0.3481743197845163,0.0
Pakistan,Islamabad,Asia,Asia,Neutral/Other,Non-NATO,2025,7,0.1694,654000,550000,108516336,1399,328,90,64,373,2627,17516,3891,121,0,8,7640000000.0,1347000000000.0,252363571,796095.0,1046.0,85803614.0,4794908.0,500000.0,565.0,27.0,4.0,57.0,662.0,2629.0,600.0,0.0,0.0,9.0,9.0,69.0,3.0,92426000000.0,13730000000.0,80990000.0,60.0,3.0,264175.0,11881.0,116.0,0.0,101000.0,473000.0,540000000.0,36937000000.0,46448000000.0,592219000000.0,12712000.0,34027000.0,3064000000.0,7257.0,0.5671863400148478,2.5914992302910473,16.432641143756836,0.3213759213759214,0.11,0.1419201342535582,0.10726059955531704,0.18324022346368712,0.10123734533183353,0.06971677559912855,0.06383706999828855,0.3863235294117647,0.04448311851362283,0.23330135507854657,0.16047745358090185,0.0,0.11428571428571428,0.008520803677375961,0.04297463469608343,0.178131924851595,0.04651995496657615,0.005176167854315123,0.030344040688425812,0.05163103992172828,0.07441649773543024,0.97136024265049
Panama,Ciudad de Panamá,Unknown,Unknown,Neutral/Other,Non-NATO,2025,48,3.5,0,0,2011608,38,0,0,13,23,0,262,0,30,0,0,917202000.0,159867000000.0,4470241,75420.0,2490.0,1206965.0,53643.0,80000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1115532300000.0,6757000000.0,2096000.0,8174.0,12.0,11978.0,77.0,76.0,800.0,0.0,146000.0,0.0,0.0,389611000.0,0.0,0.0,837000.0,0.0,687.0,0.5737281615342754,0.0,15.211707825148576,0.0,0.0,0.0025232722284494876,0.002913440159472514,0.0,0.0,0.014161220043572986,0.003936334074961492,0.0,0.00045422183888394125,0.0,0.03978779840848806,0.0,0.0,0.0010091800318664202,0.004951997715182013,0.002902569643571936,0.004369112414704749,0.01232185273159145,0.030747529698209895,0.0,0.06888740592696938,0.0
Paraguay,Asunción,South America,South America,Neutral/Other,Non-NATO,2025,48,3.5,15650,168500,3535598,39,0,0,11,14,0,1108,25,72,0,0,17595000000.0,108022000000.0,7522549,406752.0,0.0,3001497.0,150451.0,15000.0,13.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,14370000000.0,9886000000.0,3469000.0,108.0,1.0,78811.0,30.0,83.0,3100.0,2000.0,57000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,4655.0,16.28834866971543,2.0804118391252753,14.75563668644764,0.007690417690417691,0.0337,0.00451792005063486,0.0029901096373533696,0.0,0.0,0.01198257080610022,0.002396029436933082,0.0,0.0026130514776244707,0.0014989806931286725,0.09549071618037135,0.0,0.0,0.019643882697606446,0.00329145621370338,0.005060166875963347,0.023748059879784927,0.0,1.0,0.041448527348182836,0.06682205218599586,0.0
Peru,Lima,South America,South America,Neutral/Other,Non-NATO,2025,44,1.0112,120000,385000,15648120,256,15,22,38,111,240,6560,351,71,0,4,3420000000.0,517644000000.0,32600249,1285216.0,2414.0,12681497.0,619405.0,60000.0,72.0,12.0,0.0,16.0,12.0,290.0,49.0,0.0,0.0,7.0,8.0,13.0,0.0,59400000000.0,71394000000.0,18529000.0,111.0,20.0,18699.0,1855.0,166.0,8808.0,118000.0,210000.0,858890000.0,12270000000.0,7185000000.0,300159000000.0,153000.0,712000.0,1567000000.0,7062.0,0.6606857222338132,3.6809534798338506,17.392505192214944,0.05896805896805897,0.077,0.02037118393587847,0.019627386337499043,0.008379888268156424,0.024746906636670417,0.04139433551198257,0.018997090535683724,0.03529411764705882,0.016525509149507882,0.02104568893152656,0.09416445623342175,0.0,0.05714285714285714,0.0038056461218387776,0.016411223422087614,0.02278694153787232,0.07512766615374637,0.011945764053840064,0.03611093191817225,0.07333648949067285,0.07876331698155864,0.7258516098926738
